nose_x,l_shouldr_x,r_shoulder_x,l_elbow_x,r_elbow_x,l_wrist_x,r_wrist_x,l_hip_x,r_hip_x,l_knee_x,r_knee_x,l_ankle_x,r_ankle_x,nose_y,l_shouldr_y,r_shoulder_y,l_elbow_y,r_elbow_y,l_wrist_y,r_wrist_y,l_hip_y,r_hip_y,l_knee_y,r_knee_y,l_ankle_y,r_ankle_y,nose_z,l_shouldr_z,r_shoulder_z,l_elbow_z,r_elbow_z,l_wrist_z,r_wrist_z,l_hip_z,r_hip_z,l_knee_z,r_knee_z,l_ankle_z,r_ankle_z,Output
0.450479597,0.516375422,0.402237713,0.529396951,0.382734537,0.536802769,0.369728506,0.490385622,0.424039781,0.496997684,0.419165194,0.499783039,0.413176209,0.247046784,0.343948811,0.34161976,0.45063296,0.451467901,0.550982714,0.542885542,0.55090183,0.550360918,0.691332281,0.687450349,0.834383667,0.836190462,-0.380097449,-0.181994349,-0.157092929,-0.120924272,-0.090162024,-0.183500424,-0.15029256,-0.000477762,0.000319976,0.032693163,-0.023002399,0.182991117,0.12586984,0
0.450559795,0.51605022,0.402834326,0.529351115,0.383214384,0.536160469,0.371705711,0.490471065,0.424742281,0.496548027,0.417737305,0.499798208,0.413193643,0.247773841,0.343349248,0.341477811,0.452005088,0.449852884,0.551748872,0.546168268,0.548836648,0.548643529,0.688474715,0.686897457,0.834036887,0.838326156,-0.382700861,-0.189536959,-0.155603617,-0.13560684,-0.087802559,-0.208214015,-0.150743961,-0.002187952,0.002047389,0.023511535,-0.02869612,0.17631726,0.115916118,0
0.44799614,0.515353322,0.401864141,0.528753936,0.3823964,0.535286903,0.372348011,0.48957628,0.424188077,0.496991396,0.416371912,0.499795437,0.412764877,0.246962711,0.344223589,0.34220764,0.452546299,0.447634488,0.552609026,0.538412631,0.550315082,0.55085057,0.690817535,0.689065993,0.834696114,0.838263571,-0.362054914,-0.182101622,-0.140994728,-0.136121705,-0.079351835,-0.200958818,-0.140431389,-0.000888579,0.000789569,0.006944371,-0.021978738,0.139574111,0.121250093,0
0.447894335,0.51553762,0.403527886,0.528945208,0.381154388,0.535391927,0.373571038,0.488632441,0.4232862,0.496795744,0.416760772,0.49952206,0.413005441,0.246643767,0.343666583,0.341427714,0.451357484,0.443720609,0.552227974,0.536157608,0.549925148,0.549925208,0.690131426,0.688914418,0.834907413,0.837167323,-0.360825449,-0.189255446,-0.144202963,-0.147445172,-0.087254807,-0.212823361,-0.16164574,8.82e-05,-0.000184211,0.00703865,-0.027037958,0.139441878,0.120399259,0
0.450016499,0.51532495,0.40313077,0.529440761,0.381268084,0.535332203,0.372697145,0.488530785,0.423204839,0.496830851,0.41712743,0.499964565,0.412494332,0.252766043,0.344313055,0.341392159,0.452477723,0.444367975,0.554193914,0.53595984,0.550419092,0.550061762,0.69085902,0.688922882,0.837057471,0.839993834,-0.366760284,-0.172316641,-0.140100151,-0.125055164,-0.082998417,-0.175279438,-0.151043683,-0.001232397,0.001148905,0.007485529,-0.040652461,0.138267651,0.0981052,0
0.449615151,0.514948964,0.402038336,0.529358208,0.382074296,0.535228848,0.37377876,0.488387287,0.423349798,0.496871889,0.416895866,0.499078691,0.412328392,0.254889637,0.346421719,0.344131649,0.4547849,0.449521661,0.555045903,0.538371801,0.552514255,0.552623749,0.692162871,0.690877497,0.839556336,0.839777231,-0.346515,-0.154718861,-0.132557824,-0.112008177,-0.082225159,-0.192952603,-0.162057772,0.002051539,-0.002176593,0.01018167,-0.035324924,0.136613339,0.101492047,0
0.449387461,0.514512479,0.402789742,0.528799415,0.381064832,0.534835219,0.374614418,0.487519503,0.422311068,0.496692896,0.416954994,0.499094576,0.412557453,0.253702551,0.343310535,0.34240675,0.448996007,0.445390284,0.550218046,0.53452003,0.548991621,0.549387693,0.68964088,0.688601255,0.83580178,0.83807981,-0.381307691,-0.184176549,-0.151319876,-0.133409113,-0.090356126,-0.203577951,-0.166654438,0.001269176,-0.001389945,0.01124642,-0.039104737,0.147227257,0.099958718,0
0.446982384,0.513869882,0.401833296,0.528327167,0.380578578,0.534479082,0.37267226,0.488665909,0.424008071,0.496017754,0.416645288,0.499218792,0.412472725,0.253251463,0.345635056,0.344329089,0.450804383,0.448092401,0.552292705,0.538460314,0.552010536,0.552455962,0.692626715,0.693143845,0.83889389,0.838310897,-0.368639469,-0.178437442,-0.146795318,-0.132244557,-0.088209376,-0.205693409,-0.152855486,-0.003076206,0.002960788,0.014825766,-0.00635275,0.157672852,0.148927584,0
0.448889583,0.514429569,0.40310058,0.528553009,0.380914629,0.533935189,0.373095006,0.48751241,0.422439247,0.495973349,0.416181266,0.499070078,0.41239804,0.25358817,0.345696241,0.34329918,0.453765988,0.447609991,0.554140747,0.53788203,0.551545382,0.55160588,0.692427993,0.691292584,0.838224292,0.839761913,-0.375230342,-0.178835541,-0.143964127,-0.121851705,-0.077147678,-0.190423399,-0.149418503,-0.000360947,0.000232082,0.024095619,-0.045778416,0.175614476,0.096668966,0
0.448091805,0.514504075,0.401660383,0.528656065,0.379723251,0.534289956,0.374376595,0.487117708,0.422055006,0.496128947,0.416555941,0.499353498,0.41239208,0.253512323,0.345164925,0.343387008,0.450787574,0.444564879,0.55320859,0.532048106,0.551475227,0.551207244,0.691915274,0.689980268,0.836064994,0.839275479,-0.364379972,-0.165227503,-0.147356778,-0.113207676,-0.101940498,-0.184247613,-0.176269531,0.002633304,-0.002769482,0.003956115,-0.022176508,0.127699107,0.121961154,0
0.444634289,0.514632583,0.401584297,0.528281689,0.380936831,0.533517838,0.378881156,0.486365378,0.42126447,0.49587068,0.416226208,0.499455988,0.412843466,0.266828626,0.345371813,0.342481881,0.452495754,0.441398919,0.552903891,0.53004849,0.551838934,0.552048028,0.692680597,0.691384554,0.83637929,0.83919543,-0.387290597,-0.18003723,-0.139170155,-0.143911451,-0.145779133,-0.226013392,-0.307706326,0.001128854,-0.001223067,-0.003380428,-0.021179013,0.123691678,0.121842645,0
0.443755776,0.514944017,0.403434902,0.528569818,0.381610215,0.533622801,0.38016063,0.48733443,0.422131002,0.495782077,0.417078495,0.499371827,0.412630409,0.272638798,0.345586777,0.342838287,0.453461915,0.443573684,0.555611312,0.532082915,0.549978554,0.548942208,0.692247033,0.689750493,0.837378085,0.84031266,-0.363354683,-0.165884107,-0.150222152,-0.096912339,-0.094068892,-0.138841182,-0.152840853,0.002666677,-0.002779218,-0.029349718,-0.041364226,0.064697765,0.079270974,0
0.449316889,0.514882624,0.402209669,0.528528869,0.379908025,0.533367336,0.38076368,0.486767113,0.421724081,0.495358318,0.416819632,0.499103069,0.412825584,0.280628055,0.345968843,0.344866395,0.454106331,0.448181838,0.554335594,0.533564508,0.553567648,0.55337441,0.692319155,0.691937566,0.835153699,0.838823259,-0.408139795,-0.178285226,-0.189286873,-0.114323713,-0.142448872,-0.190305412,-0.244614452,0.003113859,-0.003176469,-0.004429349,-0.01213808,0.119218588,0.122848868,0
0.442337334,0.514517486,0.40107435,0.528525472,0.379837006,0.533780694,0.379887491,0.485776037,0.420864105,0.495434374,0.416845411,0.49889335,0.413331985,0.271698624,0.346109748,0.344074816,0.45279175,0.445092738,0.553808033,0.530814052,0.552641809,0.552898228,0.692646801,0.691551268,0.836971402,0.838160098,-0.381302536,-0.171842635,-0.155606762,-0.130643889,-0.143997073,-0.212903976,-0.282589912,0.00199244,-0.002039511,0.000993798,-0.020632328,0.122990564,0.122383356,0
0.439710796,0.512590528,0.399204284,0.528290212,0.379023254,0.533434689,0.378240734,0.485299885,0.420735985,0.495154381,0.416877657,0.499162495,0.413592517,0.274081886,0.343270749,0.341761857,0.449584991,0.442326337,0.551086545,0.528438687,0.550032973,0.548587263,0.691247702,0.687331259,0.835671365,0.836473882,-0.418548256,-0.200411841,-0.171535999,-0.13627854,-0.110044315,-0.181229502,-0.185678452,0.002791576,-0.002887761,-0.006267524,-0.048435707,0.111610197,0.08876498,0
0.439932674,0.512292027,0.398437083,0.527935445,0.378470898,0.53215158,0.382320553,0.484741271,0.419693291,0.49469924,0.416932583,0.498369217,0.413270384,0.284976661,0.343456864,0.341332793,0.453588516,0.445137978,0.554725528,0.528093696,0.548892677,0.546812415,0.692440808,0.686357856,0.838848948,0.836415708,-0.496813118,-0.242123678,-0.232316405,-0.1771404,-0.197411746,-0.24418053,-0.316087604,0.004378446,-0.004448098,-0.008173699,-0.045123395,0.116194405,0.105244555,0
0.44044742,0.512352109,0.398993671,0.527576745,0.378299415,0.531810403,0.381598055,0.486263752,0.422111183,0.495027155,0.415023655,0.498645693,0.413003057,0.287776321,0.342693329,0.340138227,0.452311039,0.44287926,0.552397311,0.527971625,0.549642682,0.548864543,0.693099737,0.687902987,0.837269127,0.834975004,-0.438593626,-0.201725483,-0.196406335,-0.10951829,-0.140456513,-0.154062629,-0.22918722,0.004476328,-0.00459162,-0.008909413,-0.030238857,0.112225816,0.110284232,0
0.444071352,0.513909519,0.400475413,0.527889371,0.378421485,0.532122314,0.381974995,0.486276805,0.420927674,0.495055348,0.415306032,0.49871856,0.413234293,0.288847446,0.343096107,0.340682775,0.453460991,0.441987216,0.553903818,0.524506271,0.550979316,0.549613833,0.693169773,0.688749015,0.838823199,0.838425994,-0.479531586,-0.228352591,-0.220357612,-0.148701593,-0.17467609,-0.212086752,-0.288813233,0.003790789,-0.003863222,-0.006085705,-0.028400883,0.111662552,0.10622716,0
0.44213897,0.514032781,0.399501443,0.527781427,0.378500342,0.532830536,0.379747331,0.486007303,0.420849264,0.495659262,0.415719688,0.499045849,0.413323015,0.283797741,0.342439979,0.340235591,0.451589495,0.444548965,0.553268135,0.529796839,0.55056566,0.550468385,0.692964852,0.688799679,0.836535275,0.835883498,-0.470324218,-0.24040775,-0.215044618,-0.15225789,-0.131722733,-0.194849968,-0.195509672,0.003645763,-0.003686826,-0.022145774,-0.031530652,0.087343544,0.094045334,0
0.442988336,0.513294935,0.399426579,0.528110445,0.379518926,0.534262538,0.379589111,0.486100137,0.421579033,0.495631039,0.415435135,0.499269724,0.412775218,0.282636434,0.34462294,0.341832757,0.453672469,0.445920587,0.554716289,0.531177163,0.556682885,0.555959821,0.697583795,0.695892215,0.839893043,0.83884871,-0.456742287,-0.221843511,-0.195259303,-0.164141223,-0.148177564,-0.243399531,-0.26053527,0.000396061,-0.000421651,0.020652499,0.005104343,0.167518631,0.171068937,0
0.437252283,0.5128268,0.399625629,0.527820587,0.378710419,0.533808589,0.379687965,0.485496521,0.420384079,0.495365381,0.415873677,0.499370277,0.41348201,0.273401052,0.344326913,0.340851426,0.451747626,0.443527043,0.553997874,0.531243086,0.550441206,0.548938453,0.692791998,0.691110373,0.835924983,0.837825656,-0.477812946,-0.251929671,-0.209380001,-0.206553534,-0.150844887,-0.275235415,-0.242662504,-0.000757794,0.000696249,-0.000458795,-0.034249779,0.136448622,0.109296992,0
0.440802038,0.512649417,0.399014294,0.52721405,0.379027575,0.532800317,0.377011329,0.484852612,0.419130713,0.494757473,0.416113377,0.499221265,0.413425028,0.266824156,0.34436065,0.34007439,0.452858895,0.441776097,0.555432677,0.531617582,0.549076319,0.547287345,0.691587806,0.690380454,0.837667048,0.840295374,-0.464109182,-0.234665424,-0.20063296,-0.183321536,-0.145701885,-0.252224207,-0.236590028,-0.000272419,0.000229001,-0.001560674,-0.035892133,0.138231874,0.113591753,0
0.436079204,0.512408555,0.398041308,0.527307749,0.376015335,0.533544421,0.377345413,0.484252602,0.419134438,0.494517386,0.416096061,0.499450147,0.413488775,0.272258341,0.343589693,0.34120363,0.4509013,0.438240707,0.552909672,0.532455266,0.551785171,0.552348137,0.693469942,0.690330625,0.836340666,0.835568845,-0.382653952,-0.190219432,-0.142561764,-0.136211649,-0.106542826,-0.188621417,-0.215646237,-0.001329506,0.00122823,-0.000668389,-0.015249099,0.120697156,0.134850055,0
0.437033266,0.512554526,0.400371462,0.527374625,0.381023526,0.533861399,0.376320183,0.485551447,0.420648426,0.495046198,0.415619463,0.499836445,0.41328612,0.280705631,0.340393066,0.339509934,0.444697261,0.439484686,0.546491623,0.527060747,0.549112439,0.549382329,0.691700757,0.687070012,0.834518254,0.83535099,-0.426933676,-0.206471592,-0.173079088,-0.128316075,-0.100843206,-0.174125284,-0.180959269,0.001487444,-0.001580846,-0.005504249,-0.034673318,0.114312425,0.106002524,0
0.444438398,0.513060927,0.401558548,0.528010607,0.378930271,0.53408438,0.375403106,0.485885203,0.421691656,0.494539887,0.416571558,0.498931825,0.413562149,0.280509889,0.343358546,0.34050104,0.448002279,0.439129949,0.55037576,0.531332552,0.548434317,0.550043046,0.688787997,0.686821222,0.836066306,0.83643043,-0.434510529,-0.199705154,-0.176502138,-0.131262571,-0.103225909,-0.185673565,-0.16647096,0.00153635,-0.001592927,-0.021719152,-0.056397218,0.08982636,0.081589811,0
0.442567766,0.513933301,0.401844501,0.529946685,0.379307717,0.534546971,0.376104653,0.485430062,0.422501624,0.494522572,0.41634053,0.499092966,0.413558006,0.279932946,0.344507545,0.341592133,0.451454669,0.438175708,0.553703368,0.529334962,0.55066669,0.551047862,0.689648986,0.690511465,0.838257134,0.837481201,-0.45173192,-0.218296558,-0.188973337,-0.150169864,-0.110481694,-0.204593658,-0.17798993,0.001526111,-0.001618944,-0.013366753,-0.050899662,0.110733233,0.101004109,0
0.442109674,0.514121056,0.401668489,0.528845727,0.380119354,0.533343256,0.374874175,0.486173958,0.422033161,0.494413376,0.415814638,0.499364227,0.41372633,0.279072881,0.343564868,0.341341436,0.45060733,0.442132682,0.551934004,0.530469716,0.549851954,0.549761951,0.689610779,0.689815819,0.832688391,0.836996913,-0.412402242,-0.207600802,-0.169359952,-0.139457911,-0.104745246,-0.181470841,-0.170593128,0.002518643,-0.00261508,-0.005192715,-0.025370821,0.116561256,0.113980636,0
0.446870893,0.515092254,0.402909368,0.528785348,0.380555689,0.532861292,0.374974072,0.486685425,0.422230631,0.494196177,0.41575557,0.499156624,0.413413465,0.280180514,0.345076889,0.342103213,0.45429647,0.441506863,0.554000854,0.527565539,0.550888836,0.55023551,0.690569818,0.68925035,0.836943209,0.836822927,-0.40712291,-0.182322785,-0.159308344,-0.125331119,-0.106330216,-0.187709302,-0.222707704,0.002113773,-0.002190741,-0.034593605,-0.070817977,0.067512639,0.060679346,0
0.444767088,0.514932573,0.402845323,0.528936028,0.377108186,0.532676399,0.377075911,0.486373425,0.422280937,0.493908793,0.415323198,0.49896726,0.413456589,0.270678878,0.346723974,0.342950284,0.455714732,0.439514458,0.556217253,0.517410815,0.555068851,0.554796159,0.692878723,0.690963507,0.837444544,0.838069975,-0.366269559,-0.156199977,-0.145643458,-0.112155318,-0.158723906,-0.199917749,-0.311905205,0.001910795,-0.002042847,-0.010209158,-0.030267637,0.106401443,0.105773702,0
0.444123805,0.514605641,0.403026491,0.528466046,0.379154325,0.532590926,0.376256287,0.485945225,0.421887934,0.494417042,0.416238248,0.498870373,0.41325292,0.269157141,0.346883714,0.343195736,0.454663008,0.441998214,0.5558846,0.530426741,0.553208888,0.552229762,0.692575037,0.68875432,0.836640775,0.838125825,-0.399015784,-0.184023052,-0.150732443,-0.135242879,-0.105421007,-0.194113657,-0.207052439,0.001514611,-0.001655236,-0.011742546,-0.084230885,0.101733491,0.059528023,0
0.446472555,0.514848471,0.402613968,0.528213501,0.379524887,0.532349944,0.37709555,0.484505087,0.419000387,0.493917704,0.419268519,0.498768181,0.413720906,0.269544095,0.348035634,0.345093787,0.455295295,0.450247139,0.557175994,0.539600313,0.551724434,0.549997866,0.691825211,0.688964665,0.837332189,0.840007901,-0.413385868,-0.208119661,-0.169965491,-0.144180775,-0.109921753,-0.196294427,-0.169597477,0.004037661,-0.004132891,-0.013960568,-0.068059042,0.098334089,0.059475314,0
0.445273012,0.51501447,0.402791798,0.528172374,0.379941136,0.533084273,0.376333624,0.485580593,0.420293003,0.494208246,0.416732788,0.498203337,0.413573325,0.263976514,0.34688279,0.343013972,0.452674598,0.440906376,0.554439366,0.528804481,0.550851464,0.550838232,0.693074942,0.690914571,0.838619649,0.83919692,-0.36345917,-0.169989705,-0.135781854,-0.141076118,-0.113984868,-0.205534786,-0.234181121,0.000400616,-0.000489558,-0.00184306,-0.037684161,0.119441651,0.094961658,0
0.455354154,0.515359282,0.40272522,0.527750552,0.3796435,0.53332442,0.371471763,0.486030191,0.420489639,0.49457407,0.416841209,0.498773575,0.413477808,0.266013831,0.34717977,0.342415243,0.451185524,0.445465833,0.552334487,0.534461737,0.551386416,0.551706016,0.693577588,0.691070735,0.83659482,0.838417709,-0.326305419,-0.137548715,-0.139749154,-0.079198338,-0.090481251,-0.132818237,-0.13724266,0.003104994,-0.003226986,-0.008866549,-0.042720105,0.101722039,0.073901273,0
0.45665735,0.515635133,0.404142857,0.527944982,0.379529953,0.533701241,0.373770058,0.485792071,0.420638651,0.494275421,0.415459543,0.498141944,0.413459957,0.258413255,0.346589029,0.340400577,0.450092763,0.437652707,0.549340904,0.521729708,0.550307393,0.550103903,0.692450464,0.690788507,0.837804198,0.838980496,-0.35489893,-0.161322743,-0.135163561,-0.121018253,-0.10661988,-0.213993877,-0.212095335,-0.002094964,0.002001234,-0.012350654,-0.015905173,0.10634736,0.129851729,0
0.464453936,0.515259862,0.403379142,0.528111815,0.379523724,0.534399152,0.374270946,0.486836672,0.422226429,0.494693369,0.415545315,0.498259008,0.413268477,0.257264793,0.34457472,0.33923161,0.448335588,0.441019386,0.547162831,0.521976531,0.54893887,0.550085485,0.690327883,0.687401652,0.836113572,0.836149514,-0.314531535,-0.127089635,-0.122418955,-0.091337167,-0.110196806,-0.179538026,-0.209816098,0.00066519,-0.000755384,-0.004851071,-0.009478112,0.109841205,0.126269922,0
0.463765055,0.515524983,0.403675973,0.52806145,0.377072841,0.534258425,0.362002075,0.486062229,0.421762794,0.495137751,0.414550871,0.498544604,0.413401186,0.256568283,0.345679343,0.339055687,0.450911313,0.443449199,0.549731016,0.522720456,0.551035702,0.551289201,0.690742075,0.686959445,0.836551547,0.833421588,-0.33880645,-0.143354416,-0.126049593,-0.10573937,-0.096327253,-0.191253468,-0.197092563,-0.000663945,0.000527779,5.7e-05,-0.027094886,0.123695552,0.119604245,0
0.458600193,0.516261935,0.405310154,0.528188884,0.374768913,0.534422338,0.360798329,0.486297071,0.421399355,0.494856596,0.41765219,0.498506874,0.413638979,0.254275352,0.345783383,0.337104499,0.450791866,0.437200218,0.550490975,0.519906461,0.546792746,0.546918571,0.689287186,0.686082304,0.836403906,0.835232437,-0.387991965,-0.177150354,-0.148867339,-0.135748982,-0.101495184,-0.226792186,-0.205388591,0.001888841,-0.002017376,0.000446803,-0.034184955,0.134282812,0.12977387,0
0.45295611,0.516350865,0.40485391,0.528812051,0.375016659,0.534767151,0.365041196,0.486487865,0.421877861,0.49503988,0.417287767,0.498706013,0.413567483,0.256214201,0.346896768,0.339165181,0.45391959,0.436975181,0.555550754,0.51775974,0.551460326,0.550834954,0.691932261,0.691111684,0.836405993,0.839052618,-0.361718535,-0.161329895,-0.13183336,-0.124196865,-0.111145698,-0.213647962,-0.233428329,0.000297714,-0.000422698,0.007804987,-0.017137565,0.131985664,0.131701142,0
0.45658952,0.515950978,0.401827395,0.527987003,0.372929633,0.534152389,0.372447044,0.484894514,0.420092046,0.494540274,0.418414414,0.498740524,0.412948608,0.249109015,0.345372856,0.334871709,0.451711178,0.432797998,0.552748501,0.520712614,0.547265351,0.545870602,0.688098907,0.68185401,0.836808622,0.834885061,-0.424643427,-0.190038875,-0.176737756,-0.144070044,-0.135463461,-0.244958952,-0.24140206,0.003978698,-0.004075553,-0.001535786,-0.03678434,0.151919276,0.141887382,0
0.455173403,0.51617223,0.402389675,0.528052866,0.373347372,0.534203708,0.370814323,0.485753149,0.419814885,0.494933665,0.417460144,0.498689741,0.413148463,0.25512439,0.345849127,0.338233322,0.452942997,0.440905213,0.555060983,0.522925794,0.551822484,0.552047849,0.694002986,0.68982631,0.836156011,0.838255286,-0.372482866,-0.167573422,-0.139507025,-0.126487002,-0.107733034,-0.206639975,-0.219304875,0.002560863,-0.00265648,0.009129046,-0.067781493,0.143792927,0.081011817,0
0.456081688,0.51730597,0.405808747,0.528622627,0.373411655,0.533563733,0.365782887,0.485487282,0.419507444,0.494670451,0.417497337,0.498578966,0.412824064,0.25322634,0.345906764,0.336216837,0.456293941,0.430850983,0.556622922,0.506660521,0.551263809,0.550173879,0.693642318,0.689722002,0.83643043,0.838545501,-0.349347562,-0.150451541,-0.124510325,-0.115054265,-0.119972549,-0.196755275,-0.254476726,0.003559142,-0.0036834,0.009521754,-0.039118852,0.130526721,0.107196689,0
0.45615387,0.517317653,0.404143989,0.528163075,0.374221981,0.532867193,0.36731872,0.485570133,0.419778168,0.494273007,0.418042243,0.498568356,0.412059844,0.251780391,0.345829636,0.336328477,0.455763072,0.444460422,0.557528496,0.534621537,0.552650869,0.551545203,0.692159474,0.692285299,0.834173024,0.838923275,-0.403561175,-0.204211473,-0.15533331,-0.164138734,-0.093043886,-0.251274884,-0.168691859,-0.002184231,0.00209377,0.043031417,-0.001941981,0.213169172,0.156519845,0
0.452047735,0.517228246,0.403018951,0.527921915,0.37999782,0.532960832,0.371930242,0.48589173,0.420325279,0.494468391,0.419382006,0.498648733,0.412434489,0.249481395,0.345015347,0.336044997,0.453262746,0.444732964,0.553662837,0.536053061,0.553059399,0.550608933,0.692080736,0.691835642,0.834993422,0.838802695,-0.38595897,-0.180303544,-0.154579028,-0.142591685,-0.090488873,-0.237089872,-0.181847185,-0.001019645,0.000907029,0.041926786,-0.013153911,0.197628513,0.144459441,0
0.455578744,0.516150594,0.402573347,0.527983308,0.380641073,0.534378827,0.374495089,0.487686694,0.421951383,0.494284064,0.419771254,0.497922599,0.4128353,0.253089696,0.343960732,0.338300347,0.451081276,0.447268605,0.552395582,0.54344672,0.553972006,0.553800225,0.692531526,0.692882836,0.837087989,0.837165415,-0.373014897,-0.168610096,-0.148278803,-0.125282422,-0.084814288,-0.220584482,-0.155610248,-0.001127944,0.001034924,0.011718986,0.00629744,0.147876278,0.164582103,0
0.456483513,0.515906334,0.401141405,0.527980208,0.379613042,0.534848273,0.376916289,0.487776369,0.422056198,0.494449764,0.420108646,0.497377455,0.412747085,0.251277894,0.343481898,0.339223087,0.452442229,0.450333387,0.554165661,0.543152213,0.553399265,0.551635921,0.694789171,0.692142427,0.839271307,0.838281214,-0.390554368,-0.174888343,-0.17492193,-0.126544803,-0.125201136,-0.2211622,-0.19934842,0.005626813,-0.005741641,0.05372699,-0.007861683,0.21452491,0.150657162,0
0.456295788,0.516238987,0.40221715,0.528158367,0.380270302,0.535019994,0.376476616,0.487811655,0.421552837,0.495883375,0.420664251,0.497724056,0.413167328,0.251098514,0.34281224,0.337047726,0.451487124,0.447507977,0.552234828,0.541580379,0.553500473,0.551990926,0.695568204,0.692038476,0.837646067,0.836754203,-0.393013656,-0.182023689,-0.169243693,-0.128755674,-0.110106632,-0.217195123,-0.178322718,0.005433849,-0.005554205,0.057338547,0.015844388,0.216495708,0.185309723,0
0.45726338,0.517110586,0.40170306,0.52929461,0.380298525,0.536154151,0.375488818,0.488535166,0.422585577,0.496405125,0.420840323,0.497774839,0.413138956,0.241380662,0.341340452,0.336721808,0.448877752,0.447636604,0.550468683,0.541711748,0.550114691,0.549754024,0.693701923,0.691036642,0.837627769,0.836060226,-0.388801485,-0.178869188,-0.177261502,-0.120589852,-0.122708082,-0.205573797,-0.186062753,0.004756826,-0.004879438,0.054526858,-0.012532799,0.218237802,0.137881681,0
0.456941456,0.51544559,0.400351375,0.527879536,0.378974736,0.533648312,0.374654114,0.486138523,0.419570535,0.495587587,0.418477535,0.498237193,0.412849188,0.249516293,0.340902984,0.335907936,0.450008512,0.446289927,0.551665604,0.540726006,0.551807702,0.552165449,0.694494188,0.693430722,0.837668598,0.835824966,-0.402066082,-0.189100474,-0.180911943,-0.134669632,-0.124470651,-0.231853932,-0.196515068,0.002807855,-0.002927384,0.049974881,0.022926193,0.21268554,0.19744429,0
0.456453383,0.514872015,0.400693655,0.527159572,0.378584683,0.532841027,0.375218928,0.485890061,0.420265853,0.493689537,0.417879879,0.498521239,0.412639856,0.253573954,0.343099535,0.337866336,0.452954382,0.449336231,0.553341091,0.543012857,0.551311076,0.551537454,0.69185853,0.689120412,0.837976456,0.836143613,-0.362689257,-0.153465465,-0.147567466,-0.108377434,-0.099462971,-0.210342839,-0.17512688,0.000551176,-0.000642095,0.020306688,0.004638383,0.160545245,0.162224963,0
0.456692785,0.515200436,0.402136892,0.527867436,0.380359083,0.532975793,0.376802027,0.48680076,0.421396017,0.494055897,0.417559296,0.498954296,0.413132727,0.25283885,0.343090236,0.339398026,0.451776534,0.450668037,0.552221119,0.543413401,0.552300096,0.552082717,0.692980766,0.689587593,0.836488128,0.836322486,-0.347625017,-0.151813343,-0.137505412,-0.109482571,-0.084156163,-0.201748058,-0.156082541,-0.000318573,0.000212232,0.022358511,-0.005700972,0.162208065,0.151039585,0
0.460232109,0.51729393,0.40554294,0.52959919,0.380287588,0.534764409,0.37762174,0.487274587,0.422225565,0.495238125,0.419264376,0.499125332,0.413288593,0.253074616,0.342903912,0.339150369,0.449307561,0.450552404,0.54926312,0.541461945,0.553118587,0.552039266,0.694217622,0.692927182,0.83673501,0.83734262,-0.391475022,-0.180678457,-0.16025795,-0.13980253,-0.101458944,-0.240011781,-0.188917413,0.001904817,-0.002000469,0.057769496,0.004200925,0.229960054,0.167720363,0
0.459657609,0.517331719,0.404000431,0.530173898,0.380308628,0.535783112,0.378577679,0.488767207,0.423110157,0.495599747,0.419314772,0.498850107,0.413232952,0.253884494,0.345727175,0.34264034,0.4515073,0.453689635,0.549423993,0.542813361,0.554374516,0.553935945,0.694948733,0.690959156,0.838832974,0.838870227,-0.363702476,-0.161903888,-0.153784975,-0.140534848,-0.12659806,-0.256120324,-0.230494618,0.003048311,-0.00314703,0.029538471,-0.01401283,0.170349389,0.136112913,0
0.459943771,0.518006921,0.405301183,0.529794395,0.382091433,0.53503716,0.37906158,0.488981634,0.423309147,0.496128619,0.42009306,0.499207973,0.413432598,0.253920615,0.345038593,0.340768248,0.449507207,0.450584799,0.548108995,0.541268051,0.55364114,0.551764548,0.693980157,0.691309035,0.837184072,0.837843955,-0.357694238,-0.15612559,-0.14215073,-0.117060386,-0.099553749,-0.219481543,-0.180309325,0.000960354,-0.001038427,0.030564347,0.006271028,0.176030591,0.163658634,0
0.45799008,0.517914236,0.405091137,0.529973805,0.381438792,0.535067916,0.378442377,0.489278257,0.423942715,0.496880114,0.420972437,0.499381483,0.413550764,0.254701674,0.344581127,0.342054546,0.448872,0.452652276,0.547216296,0.542017639,0.553550422,0.552889407,0.69539392,0.691670716,0.837169349,0.835683405,-0.342688143,-0.148901388,-0.138623789,-0.118149325,-0.112490438,-0.220495865,-0.217917204,0.002988665,-0.003091163,0.044736505,0.021101328,0.196537644,0.180801794,0
0.458683908,0.518017411,0.406881034,0.530121207,0.38238284,0.53533709,0.378685415,0.489012867,0.423678815,0.497137368,0.421171337,0.499512255,0.413397014,0.256327897,0.344945431,0.341636062,0.448646396,0.450085282,0.546375871,0.540284157,0.552652717,0.551438272,0.694936395,0.691077948,0.837484598,0.837154508,-0.356701285,-0.157202646,-0.137933582,-0.117093347,-0.093129225,-0.221115857,-0.181792825,0.002813994,-0.002912087,0.034492932,-0.001962067,0.180949539,0.151742622,0
